"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2009",31715,
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2010",32021,
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2011",32225,
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2012",32235,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2013",32321,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2014",32532,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2015",32799,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2016",33665,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2017",34050,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2018",34699,"E"
"SVK","PASSTRANSP","ROAD","MLN_PKM","A","2019",34803,"E"
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","1998",320972,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","1999",341329,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2000",330263,"B"
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2001",336520,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2002",362576,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2003",371137,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2004",383650,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2005",390973,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2006",390306,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2007",402456,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2008",403475,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2009",407444,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2010",392531,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2011",389763,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2012",375576,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2013",370375,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2014",348173,"B"
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2015",363942,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2016",377643,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2017",363368,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2018",372744,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2019",375255,
"ESP","PASSTRANSP","ROAD","MLN_PKM","A","2020",284467,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","1998",108152,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","1999",110336,"B"
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2000",113273,"B"
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2001",114464,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2002",116344,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2003",117084,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2004",118077,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2005",117710,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2006",117951,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2007",120171,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2008",119160,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2009",118660,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2010",117935,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2011",119294,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2012",118479,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2013",118568,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2014",120664,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2015",122392,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2016",104243,"B"
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2017",106088,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2018",107074,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2019",106492,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2020",99665,
"SWE","PASSTRANSP","ROAD","MLN_PKM","A","2021",98784,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","1998",78009,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","1999",78973,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2000",80499,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2001",81109,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2002",82003,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2003",82774,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2004",83587,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2005",83937,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2006",84783,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2007",85757,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2008",87626.684209783,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2009",90239.259008148,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2010",92419.387321189,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2011",93400.149412342,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2012",94987.570779686,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2013",96362.440481672,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2014",97720.369848966,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2015",99158.08360765,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2016",101275.7072384,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2017",103104.041618,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2018",104331.24281709,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2019",105566.43633,
"CHE","PASSTRANSP","ROAD","MLN_PKM","A","2020",86344.5984735,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","1998",186159,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","1999",175236,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2000",185681,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2001",168211,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2002",163327,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2003",164311,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2004",174312,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2005",182152,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2006",187593,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2007",209115,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2008",206098,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2009",212464,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2010",226913,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2011",242265,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2012",258874,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2013",268178,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2014",276073,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2015",290734,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2016",300852,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2017",314734,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2018",329363,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2019",339601,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2020",288992,
"TUR","PASSTRANSP","ROAD","MLN_PKM","A","2021",336188,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","1998",680577.52258647,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","1999",688286.68197619,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2000",685066.07249072,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2001",697936.19970162,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2002",719619.46918281,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2003",714356.3389006,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2004",713486.3555,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2005",709177.5351,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2006",712903.081,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2007",713789.5654,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2008",709811.338,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2009",706186.1861,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2010",695783.8464,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2011",696289.4127,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2012",703196.6883,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2013",699484.0759,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2014",716223.8557,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2015",721385.3778,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2016",731444.369,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2017",745354.94,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2018",756707.0623,
"GBR","PASSTRANSP","ROAD","MLN_PKM","A","2019",770193.6377,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","1998",4204228,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","1999",4277003,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2000",4353880,"B"
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2001",4355728,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2002",4450661,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2003",4483127,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2004",4554468,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2005",4582280,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2006",4530078,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2007",5846312,"B"
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2008",5654260,"B"
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2009",5984972,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2010",5989833,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2011",6046500,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2012",6121616,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2013",6162599,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2014",6181776,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2015",6393041.818112,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2016",6512056,
"USA","PASSTRANSP","ROAD","MLN_PKM","A","2017",6558301,
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","1998",4924,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","1999",5183,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2000",5299,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2001",5370,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2002",6065,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2003",6495,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2004",6481,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2005",6925,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2006",7350,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2007",7040,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2008",6437,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2009",7370,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2010",7905,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2011",7980,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2012",7637,"E"
"ALB","PASSTRANSP","ROAD","MLN_PKM","A","2013",8650,"E"
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","1998",1643,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","1999",1421,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2000",1437,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2001",1678,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2002",1813,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2003",1959,
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2004",2066,"E"
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2005",2223,"E"
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2006",2436,"E"
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2007",2521,"E"
"ARM","PASSTRANSP","ROAD","MLN_PKM","A","2008",2521,"E"
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","1998",8517,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","1999",8902,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2000",9153,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2001",9442,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2002",9603,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2003",9861,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2004",10279,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2005",10892,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2006",11786,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2007",12893,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2008",14041,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2009",15291,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2010",16633,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2011",18264,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2012",20034,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2013",21880,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2014",22992,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2015",23825,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2016",24429,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2017",24886,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2018",25276,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2019",25950,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2020",16974,
"AZE","PASSTRANSP","ROAD","MLN_PKM","A","2021",16788,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1998",3910,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1999",4310,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2000",4510,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2001",4764,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2002",4920,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2003",5150,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2004",5200,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2005",5252,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2006",5269,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2007",5416,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2008",5568,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2009",5724,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2010",5885,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2011",6049,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2012",6219,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2013",6393,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2014",6572,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2015",6756,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2016",6945.2,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2017",7139.7,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2018",7339.6,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2019",7545.1,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2020",5855.8,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2021",5211.6,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1998",1713778,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1999",1832000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2000",2076000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2001",2413000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2002",2815000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2003",3070000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2004",3469000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2005",4252000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2006",4657000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2007",5482000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2008",6182000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2009",7192000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2010",8409000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2011",9478000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2012",10393000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2013",11756000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2014",13403000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2015",15415000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2016",17496000,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2017",19718000,"E"
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2002",18542,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2003",21976,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2004",28939,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2005",38060,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2006",42755,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2007",42289,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2008",40943,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2009",38437,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2010",34917,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2011",32308,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2012",36578,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2013",35846,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2014",27038,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2015",27322,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2016",28215,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2017",33835,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2018",32702,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2000",6519,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2001",6337,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2002",6591,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2003",6784,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2004",6022,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2005",5722,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2006",5387,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2007",5518,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2008",6000,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2009",6009,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2010",6667,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2011",7530,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2012",7110,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2013",7944,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2014",9243,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2015",9263,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2016",9261,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2017",11499,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2018",11698,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2019",11731,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2020",10352.105778,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2021",11441.479629,"E"
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1998",22856,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1999",24212,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2000",23827,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2001",24194,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2002",24626,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2003",24777,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2004",25260,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2005",25571,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2006",26139,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2007",27590,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2008",28024,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2009",28971,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2010",28819,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2001",134,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2002",121,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2003",99,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2004",101,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2005",85,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2006",115,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2007",141,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2008",123,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2009",102,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2010",81,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2011",80,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2012",111,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2013",109,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2014",108,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2015",110,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2016",114,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2017",114,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2011",28387,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2012",29396,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2013",29652,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2014",29705,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2015",29770,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2016",29983,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2017",30339,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2018",29437,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2019",29394,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2020",22291,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2021",25529,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","1998",42976.11,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2005",48622.88,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2006",48507.64,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2007",48367.23,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2008",48817.44,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2009",48028.54,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2010",46994.78,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2011",47782.34,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2012",47903.12,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2013",48988.48,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2017",47652.988000046,"B"
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2018",50043.464372811,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2019",51118.94428099,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2020",54630.008565368,"P"
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1998",171912,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1999",172113,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2000",173596,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2001",171916,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2002",170435,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2003",165795,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2004",168462,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2005",142007,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2006",135711,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2007",149674,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2008",151897,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2009",141300,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2010",140628,"B"
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2011",138567,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2012",133306,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2013",126379,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2014",127353,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2015",126622,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2016",124427,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2017",123442,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2018",122539,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2019",121942,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2020",88220.2,
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2014",1939.6382437894,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2015",1953.8873719776,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2016",1968.1365001658,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2017",1982.385628354,"P"
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1998",24990.064917353,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1999",26139.841151435,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2000",25464.117582981,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2001",25286.633953817,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2002",24807.918815452,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2003",28189.802854194,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2004",30231.20386274,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2005",32980.546529808,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2006",36054.702001354,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2007",36459.644967842,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2008",37328.292253227,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2009",38027.884634981,
